HS Code,Item Description,Basic Duty (SCH),IGST,10% SWS,Total duty with SWS of 10% on BCD
6405 10 00,With uppers of leather or composition leather,35,18,3.5,63.43
6405 20 00,With uppers of textile materials,35,18,3.5,63.43
6405 90 00,Other,35,18,3.5,63.43
6406 10 10,Embroidered uppers of textile materials,20,18,2,43.96
6406 10 20,Leather uppers (prepared),20,18,2,43.96
6406 10 30,Goat lining,20,18,2,43.96
6406 10 40,Sheep lining,20,18,2,43.96
6406 10 90,Other,20,18,2,43.96
6406 20 00,"Outer soles and heels, of rubber or plastics",20,18,2,43.96
6406 90 10,Of wood,20,18,2,43.96
6406 90 20,Leather parts other than soles and prepared uppers,20,18,2,43.96
6406 90 30,Leather soles,20,18,2,43.96
6406 90 40,"Gaiters, leggings and similar articles",20,18,2,43.96
6406 90 50,"Parts of gaiters, leggings and similar articles",20,18,2,43.96
6406 90 90,Other,20,18,2,43.96
6501 00 10,Of cotton,10,18,1,30.98
6501 00 20,Of wool and fur felt,10,18,1,30.98
6501 00 90,Other,10,18,1,30.98
6502 00 10,Of cotton,10,18,1,30.98
6502 00 20,Of wool,10,18,1,30.98
6502 00 90,Other,10,18,1,30.98
6504 00 00,"HATS AND OTHER HEADGEAR, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, WHETHER OR NOT LINED OR TRIMMED",10,18,1,30.98
6505 00 10,Hair nets,10,18,1,30.98
6505 00 90,Other,10,18,1,30.98
6506 10 10,Speed glass welding helmets or other helmets meant for industrial use,10,18,1,30.98
6506 10 90,Other,10,18,1,30.98
6506 91 00,Of rubber or of plastics,10,18,1,30.98
6506 99 00,Of other materials,10,18,1,30.98
6507 00 00,"HEAD-BANDS, LININGS, COVERS, HAT FOUNDATIONS, HAT FRAMES, PEAKS AND CHINSTRAPS, FOR HEADGEAR",10,18,1,30.98
6601 10 00,Garden or similar umbrellas,20,12,2,36.64
6601 91 00,Having a telescopic shaft,20,12,2,36.64
6601 99 00,Other,20,12,2,36.64
6602 00 00,"WALKING-STICKS, SEAT-STICKS, WHIPS, RIDING CROPS AND THE LIKE",10,5/12,1,
6603 20 00,"Umbrella frames, including frames mounted on shafts (sticks)",10,12,1,24.32
6603 90 10,Umbrella ribs,10,12,1,24.32
6603 90 90,Other,10,12,1,24.32
6701 00 10,Feather dusters,10,12,1,24.32
6701 00 90,Other,10,12,1,24.32
6702 10 10,Decorative plants,20,18,2,43.96
6702 10 90,Other,20,18,2,43.96
6702 90 10,Of jute,20,18,2,43.96
6702 90 90,Other,20,18,2,43.96
6703 00 10,"Human hair, dressed, thinned, bleached or otherwise worked",10,0,1,11.0
6703 00 20,"Wool or other animal hair or other textile materials, prepared for use in making wigs or the like",10,18,1,30.98
6704 11 00,Complete wigs,10,18,1,30.98
6704 19 10,Hair nets,10,18,1,30.98
6704 19 90,Other,10,18,1,30.98
6704 20 10,Wigs,10,18,1,30.98
6704 20 20,Hair nets,10,18,1,30.98
6704 20 90,Other,10,18,1,30.98
6704 90 00,Of other materials,10,18,1,30.98
"44, 68, 83","Idols of wood, stone [including marble] and metals [other than those made of precious metals]
[SNo 92A in Sch II of Ntfn 01-IGST/28.06.2017]",,12,,
6801 00 00,"SETTS, CURBSTONES AND FLAGSTONES, OF NATURAL STONE (EXCEPT SLATE)",10,18,1,30.98
6802 10 00,"Tiles, cubes and similar articles, whether or not rectangular (including square), the largest face of which is capable of being enclosed in a square the side of which is less than 7 cm; artificially coloured granules, chippings and powder",40,18,0,65.2
6802 21 10,Marble blocks or tiles,40,18,0,65.2
6802 21 20,Marble monumental stone,40,18,0,65.2
6802 21 90,Other,40,18,0,65.2
6802 23 10,Granite blocks or tiles,40,18,2,43.96
6802 23 90,Other,40,18,2,43.96
6802 29 00,Other stone,40,18,2,43.96
6802 91 00,"Marble, travertine and alabaster",40,18,0,65.2
6802 92 00,Other calcareous stone,40,18,0,65.2
6802 93 00,Granite,40,18,2,43.96
6802 99 00,Other stone,10,18,1,30.98
6803 00 00,WORKED SLATE AND ARTICLES OF SLATE OR OF AGGLOMERATED SLATE,10,18,1,30.98
6804 10 00,"Millstones and grindstones for milling, grinding or pulping",10,18,1,30.98
6804 21 10,Diamond impregnated wheels,10,18,1,30.98
6804 21 90,Other,10,18,1,30.98
6804 22 10,Grinding wheels of synthetic abrasives,10,18,1,30.98
6804 22 20,Grinding wheels of other materials,10,18,1,30.98
6804 22 90,Other,10,18,1,30.98
6804 23 10,Grinding wheels made of natural stone,10,18,1,30.98
6804 23 90,Other,10,18,1,30.98
6804 30 10,Polishing stones,10,18,1,30.98
6804 30 20,Sharpening stones,10,18,1,30.98
6805 10 10,Abrasive cloth,10,18,1,30.98
6805 10 90,Other,10,18,1,30.98
6805 20 10,Emery or corundum coated paper,10,18,1,30.98
6805 20 20,Flint coated paper,10,18,1,30.98
6805 20 30,Glass or sand coated paper,10,18,1,30.98
6805 20 40,Other abrasive paper,10,18,1,30.98
6805 20 90,Other,10,18,1,30.98
6805 30 00,On a base of other materials,10,18,1,30.98
6806 10 00,"Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls",10,18,1,30.98
6806 20 00,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)",10,18,1,30.98
6806 90 00,Other,10,18,1,30.98
6807 10 10,Tarfelt roofing,10,18,1,30.98
6807 10 90,Other,10,18,1,30.98
6807 90 10,Tarfelt roofing,10,18,1,30.98
6807 90 90,Other,10,18,1,30.98
6808 00 00,"PANELS, BOARDS, TILES, BLOCKS AND SIMILAR ARTICLES OF VEGETABLE FIBRE, OF STRAW OR OF SHAVINGS, CHIPS, PARTICLES, SAWDUST OR OTHER WASTE, OF WOOD, AGGLOMERATED WITH CEMENT, PLASTER OR OTHER MINERAL BINDERS",10,18,1,30.98
6809 11 00,Faced or reinforced with paper or paperboard only,10,18,1,30.98
6809 19 00,Other,10,18,1,30.98
6809 90 00,Other articles,10,18,1,30.98
6810 11 10,Cement bricks,10,18,1,30.98
6810 11 90,Other,10,18,1,30.98
6810 19 10,Cement tiles for mosaic,10,18,1,30.98
6810 19 90,Other,10,18,1,30.98
6810 91 00,Prefabricated structural components for building or civil engineering,10,18,1,30.98
6810 99 10,Concrete boulder,10,18,1,30.98
6810 99 90,Other,10,18,1,30.98
6811 40 10,Asbestos - cement sheets ,10,18,1,30.98
6811 40 20,Asbestos - cement tiles,10,18,1,30.98
6811 40 90,Other ,10,18,1,30.98
6811 81 00,Corrugated sheets ,10,18,1,30.98
6811 82 00,"Other sheets, panels, tiles and similar articles ",10,18,1,30.98
6811 89 10,"Tubes, pipes and tube or pipe fittings ",10,18,1,30.98
6811 89 90,Other ,10,18,1,30.98
6812 80 00,Of crocidolite ,10,18,1,30.98
6812 91 00,"Clothing, clothing accessories, footwear and headgear",10,18,1,30.98
6812 99 11,Asbestos ,10,18,1,30.98
6812 99 19,Other ,10,18,1,30.98
6812 99 21,Packing joints ,10,18,1,30.98
6812 99 22,Gaskets ,10,18,1,30.98
6812 99 90,Other ,10,18,1,30.98
6813 20 10,Brake lining and pads ,15,18,1.5,37.47
6813 20 90,Asbestos friction materials  ,15,18,1.5,37.47
6813 81 00,Brake linings and pads ,15,18,1.5,37.47
6813 89 00,Other ,15,18,1.5,37.47
6814 10 10,Cut mica condenser films or plates,10,18,1,30.98
6814 10 20,Sheets and strips cut to shape,10,18,1,30.98
6814 10 30,Washers and discs,10,18,1,30.98
6814 10 90,Other,10,18,1,30.98
6814 90 10,Mica stacked units,10,18,1,30.98
6814 90 20,"Silvered mica, capacitor plates or silvered mica plates",10,18,1,30.98
6814 90 30,Micanite and all sorts of built up mica,10,18,1,30.98
6814 90 40,Micapaper or reconstituted mica paper,10,18,1,30.98
6814 90 50,Moulded glass bonded or glass bonded mica,10,18,1,30.98
6814 90 60,Mica bricks,10,18,1,30.98
6814 90 90,Other,10,18,1,30.98
6815 11 00,Carbon fibres,10,18,1,30.98
6815 12 00,Fabrics of carbon fibres,10,18,1,30.98
6815 13 00,Other articles of carbon fibres,10,18,1,30.98
6815 19 00,Other,10,18,1,30.98
6815 20 00,Articles of peat,10,18,1,30.98
6815 91 00,"Containing magnesite, magnesia in the form of periclase, dolomite including in the form of dolime, or chromite",7.5,18,0.75,27.735
6815 99 10,Bricks and tiles of fly ash,10,12,1,24.32
6815 99 20,"Sanitary wares, kitchen wares and other made up articles of fly ash",10,18,1,30.98
6815 99 30,"Basalt fibre, filament and articles thereof conforming to ASTM D3039, C1185",10,18,1,30.98
6815 99 90,Other,10,18,1,30.98
6901 00 10,Bricks,7.5,12,0.75,21.240000000000002
6901 00 20,Blocks,7.5,18,0.75,27.735
6901 00 30,Tiles,7.5,18,0.75,27.735
6901 00 90,Other,7.5,18,0.75,27.735
6902 10 10,Magnesite bricks and shapes,7.5,18,0.75,27.735
6902 10 20,Chrome magnesite bricks,7.5,18,0.75,27.735
6902 10 30,Magnesite chrome bricks and shapes,7.5,18,0.75,27.735
6902 10 40,Magnesia carbon bricks and shapes,7.5,18,0.75,27.735
6902 10 50,Direct bonded basic bricks and shapes,7.5,18,0.75,27.735
6902 10 90,Other,7.5,18,0.75,27.735
6902 20 10,Silica bricks and shapes,7.5,18,0.75,27.735
6902 20 20,High alumina bricks and shapes,7.5,18,0.75,27.735
6902 20 30,Alumina carbon bricks and shapes,7.5,18,0.75,27.735
6902 20 40,Silicon Carbide bricks and shapes,7.5,18,0.75,27.735
6902 20 50,Mullite bricks,7.5,18,0.75,27.735
6902 20 90,Other,7.5,18,0.75,27.735
6902 90 10,Fire clay bricks and shapes,7.5,18,0.75,27.735
6902 90 20,Graphite bricks and shapes,7.5,18,0.75,27.735
6902 90 30,Vermiculite insulation bricks,7.5,18,0.75,27.735
6902 90 40,Clay graphite stopper heads,7.5,18,0.75,27.735
6902 90 90,Other,7.5,18,0.75,27.735
6903 10 00,Containing by weight more than 50% of free carbon,7.5,18,0.75,27.735
6903 20 10,Silicon carbide crucibles,7.5,18,0.75,27.735
6903 20 90,Other,7.5,18,0.75,27.735
6903 90 10,Zircon or zircon-mullite refractories,7.5,18,0.75,27.735
6903 90 20,Basalt tiles,7.5,18,0.75,27.735
6903 90 30,Ceramic fibres,7.5,18,0.75,27.735
6903 90 40,"Monolithics or castables (fire-clay, basic, silica, high alumina, insulating)",7.5,18,0.75,27.735
6903 90 90,Other,7.5,18,0.75,27.735
6904 10 00,Building bricks ,10,12,1,24.32
6904 90 00,Other,10,18,1,30.98
6905 10 00,Roofing tiles,15,12,1.5,30.48
6905 90 00,Other,15,18,1.5,37.47
6906 00 00,"CERAMIC PIPES, CONDUITS, GUTTERING AND PIPE FITTINGS",10,18,1,30.98
6907 21 00,Of a water absorption coefficient by weight not exceeding 0.5%,15,18,1.5,37.47
6907 22 00,Of a water absorption coefficient by weight exceeding 0.5%  but not exceeding 10%,15,18,1.5,37.47
6907 23 00,Of a water absorption coefficient by weight exceeding 10%,15,18,1.5,37.47
6907 30 00,"Mosaic cubes and the like, other than those of sub-heading 6907 40",15,18,1.5,37.47
6907 40 00,Furnishing ceramics,15,18,1.5,37.47
6909 11 00,Of porcelain or china,10,18,1,30.98
6909 12 00,Articles having a hardness equivalent to 9 or more on the Mohs scale,10,18,1,30.98
6909 19 10,Ceramic filter candle,10,18,1,30.98
6909 19 90,Other,10,18,1,30.98
6909 90 00,Other,10,18,1,30.98
6910 10 00,Of porcelain or china,10,18,1,30.98
6910 90 00,Other,10,18,1,30.98
6911 10 11,Of bone china and soft porcelain,20,12,2,36.64
6911 10 19,Other,20,12,2,36.64
6911 10 21,Of Bone china and soft porcelain,20,12,2,36.64
6911 10 29,Other,20,12,2,36.64
6911 90 10,Toilet articles,10,12,1,24.32
6911 90 20,Water filters of a capacity not exceeding 40 litres,20,12,2,36.64
6911 90 90,Other,20,12,2,36.64
6912 00 10,Tableware,20,12,2,36.64
6912 00 20,Kitchenware,20,12,2,36.64
6912 00 30,Toilet articles,10,12,1,24.32
6912 00 40,Clay articles,20,0,2,22.0
6912 00 90,Other,20,12,2,36.64
6913 10 00,Of porcelain or china,10,12,1,24.32
6913 90 00,Other,10,12,1,24.32
6914 10 00,Of porcelain or china,10,18,1,30.98
6914 90 00,Other,10,18,1,30.98
7001 00 10,Cullet and other waste and scrap of glass,5,5,0.5,10.775
7001 00 20,Enamel glass in the mass,10,5,1,16.55
7001 00 90,Other,10,5,1,16.55
7002 10 00,Balls,10,18,1,30.98
7002 20 10,Enamel glass rods,10,18,1,30.98
7002 20 90,Other,10,18,1,30.98
7002 31 00,Of fused quartz or other fused silica,10,18,1,30.98
7002 32 00,Of other glass having a linear coefficient of expansion not exceeding 5 x 10-6 per Kelvin within a temperature range of 00C to 3000C,10,18,1,30.98
7002 39 00,Other,10,18,1,30.98
7003 12 10,Tinted,10,18,1,30.98
7003 12 90,Other,10,18,1,30.98
7003 19 10,Tinted,10,18,1,30.98
7003 19 90,Other,10,18,1,30.98
7003 20 10,Tinted,10,18,1,30.98
7003 20 90,Other,10,18,1,30.98
7003 30 10,Tinted,10,18,1,30.98
7003 30 90,Other,10,18,1,30.98
7004 20 11,Tinted,10,18,1,30.98
7004 20 19,Other,10,18,1,30.98
7004 20 91,Tinted,10,18,1,30.98
7004 20 99,Other,10,18,1,30.98
7004 90 11,Tinted,10,18,1,30.98
7004 90 19,Other,10,18,1,30.98
7004 90 91,Tinted,10,18,1,30.98
7004 90 99,Other,10,18,1,30.98
7005 10 10,Tinted,10,18,1,30.98
7005 10 90,Other,10,18,1,30.98
7005 21 10,Tinted,10,18,1,30.98
7005 21 90,Other,10,18,1,30.98
7005 29 10,Tinted,10,18,1,30.98
7005 29 90,Other,10,18,1,30.98
7005 30 10,Tinted,10,18,1,30.98
7005 30 90,Other,10,18,1,30.98
7006 00 00,"GLASS OF HEADING 7003, 7004 OR 7005, BENT, EDGE-WORKED, ENGRAVED, DRILLED, ENAMELLED OR OTHERWISE WORKED, BUT NOT FRAMED OR FITTED WITH OTHER MATERIALS",10,18,1,30.98
7007 11 00,"Of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels",15,18,1.5,37.47
7007 19 00,Other,15,18,1.5,37.47
7007 21 10,Bullet proof glass,15,18,1.5,37.47
7007 21 90,Other,15,18,1.5,37.47
7007 29 00,Other,15,18,1.5,37.47
7008 00 10,"Glazed glass, double walled",10,18,1,30.98
7008 00 20,"Glazed glass, multiple walled",10,18,1,30.98
7008 00 90,Other,10,18,1,30.98
7009 10 10,Prismatic rear-view mirror for vehicles,15,18,1.5,37.47
7009 10 90,Other,15,18,1.5,37.47
7009 91 00,Unframed,15,18,1.5,37.47
7009 92 00,Framed,15,18,1.5,37.47
7010 10 00,Ampoules,10,18,1,30.98
7010 20 00,"Stoppers, lids and other closures",10,18,1,30.98
7010 90 00,Other,10,18,1,30.98
7011 10 10,Glass envelopes for fluorescent lamps,10,18,1,30.98
7011 10 20,Glass envelopes for filament lamps,10,18,1,30.98
7011 10 90,Other,10,18,1,30.98
7011 20 00,For cathode-ray tubes,10,18,1,30.98
7011 90 10,Glass envelopes for electronic valves,10,18,1,30.98
7011 90 90,Other,10,18,1,30.98
7013 10 00,Of glass-ceramics ,20,18,2,43.96
7013 22 00,Of lead crystal ,20,18,2,43.96
7013 28 00,Other ,20,18,2,43.96
7013 33 00,Of lead crystal ,20,18,2,43.96
7013 37 00,Other ,20,18,2,43.96
7013 41 00,Of lead crystal ,20,18,2,43.96
7013 42 00,Of glass having a linear coefficient of expansion not exceeding 5 x10-6 per Kelvin within a temperature range of 0 °C to 300 °C  ,20,18,2,43.96
7013 49 00,Other ,20,18,2,43.96
7013 91 00,Of lead crystal ,20,18,2,43.96
7013 99 00,Other ,20,18,2,43.96
7014 00 10,Signalling glassware,10,18,1,30.98
7014 00 20,Optical elements,10,18,1,30.98
7015 10 10,Ophthalmic rough blanks,5,12,0.5,18.16
7015 10 20,Flint button,10,12,1,24.32
7015 10 90,Other,10,12,1,24.32
7015 90 10,"Clock and watch glasses and similar glasses, curved, bent, hollowed and the like, glass spheres and segments of spheres for the manufacture of such glasses",10,18,1,30.98
7015 90 20,Glass for sun glasses,10,18,1,30.98
7015 90 90,Other,10,18,1,30.98
7016 10 00,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes",10,18,1,30.98
7016 90 00,Other,10,18,1,30.98
7017 10 00,Of fused quartz or other fused silica,10,18,1,30.98
7017 20 00,Of other glass having a linear coefficient of expansion not exceeding 5 x 10-6 per Kelvin within a temperature range of 00C to 3000C,10,18,1,30.98
7017 90 10,Graduated or calibrated laboratory glassware,10,18,1,30.98
7017 90 20,Pharmaceutical glassware,10,18,1,30.98
7017 90 30,Hygienic glassware,10,18,1,30.98
7017 90 90,Other,10,18,1,30.98
7018 10 10,Bangles,10,0,1,11.0
7018 10 20,Beads,20,5,2,28.1
7018 10 90,Other,10,18,1,30.98
7018 20 00,Glass microspheres not exceeding 1 mm in diameter,10,18,1,30.98
7018 90 10,Glass statues,10,18,1,30.98
7018 90 90,Other,10,18,1,30.98
7019 11 00,"Chopped strands, of a length of not more than 50 mm",10,18,1,30.98
7019 12 00,Rovings,10,18,1,30.98
7019 13 00,"Other yarn, slivers",10,18,1,30.98
7019 14 00,Mechanically bonded mats,10,18,1,30.98
7019 15 00,Chemically bonded mats,10,18,1,30.98
7019 19 00,Other,10,18,1,30.98
7019 61 00,Closed woven fabrics of rovings,10,18,1,30.98
7019 62 00,Other closed fabrics of rovings,10,18,1,30.98
7019 63 00,"Closed woven fabrics, plain weave, of yarns, not coated or laminated",10,18,1,30.98
7019 64 00,"Closed woven fabrics, plain weave, of yarns, coated or laminated",10,18,1,30.98
7019 65 00,Open woven fabrics of a width not exceeding 30 cm,10,18,1,30.98
7019 66 00,Open woven fabrics of a width exceeding 30 cm,10,18,1,30.98
7019 69 00,Other,10,18,1,30.98
7019 71 00,Veils (thin sheets),10,18,1,30.98
7019 72 00,Other closed fabrics,10,18,1,30.98
7019 73 00,Other open fabrics,10,18,1,30.98
7019 80 00,Glass wool and articles of glass wool,10,18,1,30.98
7019 90 00,Other,10,18,1,30.98
7020 00 11,Globes for lamps and lanterns,10,12,1,24.32
7020 00 12,Founts for kerosene wick lamps,10,12,1,24.32
7020 00 19,Other,10,18,1,30.98
7020 00 21,For lamps and lanterns,10,12,1,24.32
7020 00 29,Other,10,18,1,30.98
7020 00 90,Other,10,18,1,30.98
7101 10 10,Unworked,5,3,0.5,8.665
7101 10 20,Worked,10,3,1,14.33
7101 21 00,Unworked,5,3,0.5,8.665
7101 22 00,Worked,10,3,1,14.33
7102 10 00,Unsorted ,10,1.5,1,12.665
7102 21 10,Sorted ,10,0.25,1,11.278
7102 21 20,Unsorted ,10,0.25,1,11.278
7102 29 10,Crushed ,10,1.5,1,12.665
7102 29 90,Other ,10,1.5,1,12.665
7102 31 00,"Unworked or simply sawn, cleaved or bruted ",10,0.25,1,11.278
7102 39 10,"Diamond, cut or otherwise worked but not mounted or set",10,1.5,1,12.665
7102 39 90,Other,10,1.5,1,12.665
7103 10 31,Emerald,10,0.25,1,11.2775
7103 10 32,Yellow/golden/pink/red/green beryl,10,0.25,1,11.2775
7103 10 33,Chrysoberyl (including chrysoberyl cat’s eye),10,0.25,1,11.2775
7103 10 34,Alexandrite (including alexandrite cat’s eye),10,0.25,1,11.2775
7103 10 39,Other,10,0.25,1,11.2775
7103 10 41,Ruby,10,0.25,1,11.2775
7103 10 42,Sapphire,10,0.25,1,11.2775
7103 10 43,Moonstone,10,0.25,1,11.2775
7103 10 49,Other,10,0.25,1,11.2775
7103 10 51,Garnet,10,0.25,1,11.2775
7103 10 52,Lapis-lazuli,10,0.25,1,11.2775
7103 10 59,Other,10,0.25,1,11.2775
7103 10 61,Prehnite,10,0.25,1,11.2775
7103 10 62,Agate,10,0.25,1,11.2775
7103 10 63,Aventurine,10,0.25,1,11.2775
7103 10 64,Chalcedony,10,0.25,1,11.2775
7103 10 69,Other,10,0.25,1,11.2775
7103 10 71,Tourmaline,10,0.25,1,11.2775
7103 10 72,Tanzanite,10,0.25,1,11.2775
7103 10 79,Other,10,0.25,1,11.2775
7103 10 90,Other,10,0.25,1,11.2775
7103 91 10,Ruby,10,0.25,1,11.2775
7103 91 20,Sapphire,10,0.25,1,11.2775
7103 91 30,Emeralds,10,0.25,1,11.2775
7103 99 11,Yellow/golden/pink/red/green beryl,10,0.25,1,11.2775
7103 99 12,Chrysoberyl (including chrysoberyl cat’s eye),10,0.25,1,11.2775
7103 99 13,Alexandrite (including alexandrite cat’s eye),10,0.25,1,11.2775
7103 99 19,Other,10,0.25,1,11.2775
7103 99 21,Moonstone,10,0.25,1,11.2775
7103 99 29,Other,10,0.25,1,11.2775
7103 99 31,Garnet,10,0.25,1,11.2775
7103 99 32,Lapis-lazuli,10,0.25,1,11.2775
7103 99 39,Other,10,0.25,1,11.2775
7103 99 41,Prehnite,10,0.25,1,11.2775
7103 99 42,Agate,10,0.25,1,11.2775
7103 99 43,Aventurine,10,0.25,1,11.2775
7103 99 44,Chalcedony,10,0.25,1,11.2775
7103 99 49,Other,10,0.25,1,11.2775
7103 99 51,Tourmaline,10,0.25,1,11.2775
7103 99 52,Tanzanite,10,0.25,1,11.2775
7103 99 59,Other,10,0.25,1,11.2775
7103 99 90,Other,10,0.25,1,11.2775
7104 10 00,Piezo-electric quartz,10,0.25,1,11.2775
7104 21 10,Industrial,10,1.5,1,12.665
7104 21 20,Non-industrial,10,1.5,1,12.665
7104 29 00,Other,10,0.25,1,11.2775
7104 91 10,Industrial,10,1.5,1,12.665
7104 91 20,Non-industrial,10,1.5,1,12.665
7104 99 00,Other,15,0.25,1.5,16.791249999999998
7105 10 10,Of heading 7102,10,3,1,14.33
7105 10 20,Of heading 7104,10,3,1,14.33
7105 90 00,Other,10,3,1,14.33
7106 10 00,Powder,10,3,0,13.3
7106 91 10,Grains,10,3,0,13.3
7106 91 90,Other,10,3,0,13.3
7106 92 10,"Sheets, plates, strips, tubes and pipes",10,3,0,13.3
7106 92 20,Bar,10,3,0,13.3
